"peiid","pedon_id","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","datum","x_std","y_std","gpspositionalerror","describer","pedon_purpose","pedon_type","pedlabsampnum","labdatadescflag","elev_field","slope_field","aspect_field","plantassocnm","coverkind_1","bedrckdepth","bedrock_kind","bedrock_hardness","hillslope_pos","slope_position","shapeacross","shapedown","slopecomplex","drainagecl","geompos_hill","geompos_mntn","geompos_flats","slope_shape","classdate","classifier","class_type","taxonname","taxon_kind","series_status","part_size_class","tax_order","tax_suborder","tax_grtgroup","tax_subgroup","tax_edition","osdtypelocflag","tax_moistureclass","temp_class","tax_fam_other","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","ochric.epipedon","argillic.horizon","slickensides","reduced.matrix","redox.concentrations","secondary.carbonates","gypsum.accumulations","densic.materials","cambic.horizon","mollic.epipedon","free.carbonates","salt.accumulations","paralithic.materials","paralithic.contact","lithologic.discontinuity","redox.depletions.with.chroma.2.or.less","calcic.horizon","abrupt.textural.change","petrocalcic.horizon","aquic.conditions","endosaturation","densic.contact","episaturation","albic.materials","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform.string","pmkind","pmorigin"
340851,"P09TX3314008",340743,"P09TX3314008","2009-01-13 22:00:00",14,672970.95,3402143.15,-97.1931762695312,30.7396469116211,"WGS84",-97.1931763,30.7396469,NA,"Travis Waiser","full pedon description",NA,NA,0,144,3,NA,NA,"Grass/herbaceous cover",175,"Mudstone",NA,"Backslope",NA,"Convex","Linear",NA,"Moderately well drained","Side Slope",NA,NA,"Convex / Linear","2014-08-12 22:00:00",NA,"taxadjunct","Houston Black","taxadjunct","established","fine","vertisols","usterts","haplusterts","chromic udic haplusterts",NA,0,"ustic","thermic","not used",NA,NA,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
340853,"P09TX3314009",340744,"P09TX3314009","2009-01-13 22:00:00",14,672942.6,3402109.25,-97.1934814453125,30.7393455505371,"WGS84",-97.1934814,30.7393436,NA,"Travis Waiser","full pedon description",NA,NA,0,143,3,NA,NA,"Grass/herbaceous cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,"Moderately well drained","Side Slope",NA,NA,"Convex / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
340854,"P09TX3314010",340745,"P09TX3314010","2009-01-13 22:00:00",14,672914.91,3402074.61,-97.1937713623047,30.7390365600586,"WGS84",-97.1937714,30.7390366,NA,"Travis Waiser","full pedon description",NA,NA,0,143,3,NA,NA,"Grass/herbaceous cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,"Moderately well drained","Side Slope",NA,NA,"Convex / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
340856,"P09TX3314011",340747,"P09TX3314011","2009-01-13 22:00:00",14,672862.34,3402008.72,-97.1943359375,30.7384510040283,"WGS84",-97.1943359,30.7384491,NA,"Travis Waiser","full pedon description",NA,NA,0,141,2,NA,NA,"Grass/herbaceous cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,"Moderately well drained","Side Slope",NA,NA,"Convex / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",28,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
340857,"P09TX3314012",340748,"P09TX3314012","2009-01-13 22:00:00",14,672838,3401964.16,-97.1945953369141,30.7380523681641,"WGS84",-97.1945953,30.7380524,NA,"Travis Waiser","full pedon description",NA,NA,0,140,2,NA,NA,"Grass/herbaceous cover",NA,NA,NA,"Footslope",NA,"Linear","Concave",NA,"Moderately well drained","Base Slope",NA,NA,"Linear / Concave","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"stream terrace","alluvium","mudstone"
340858,"P09TX3314013",340749,"P09TX3314013","2009-01-13 22:00:00",14,672805.54,3401908.2,-97.1949462890625,30.7375526428223,"WGS84",-97.1949463,30.7375526,NA,"Travis Waiser","full pedon description",NA,NA,0,NA,0.5,NA,NA,"Grass/herbaceous cover",NA,NA,NA,"Toeslope",NA,"Linear","Concave",NA,"Moderately well drained","Base Slope",NA,NA,"Linear / Concave","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",27,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"stream terrace","alluvium","mudstone"
341490,"S08TX491002",341379,"S08TX491002","2008-12-03 22:00:00",14,665053.42,3384914.55,-97.2786026000977,30.585376739502,"WGS84",-97.2786026,30.5853786,NA,"RMR, THW, PDH, JAG, Mike Reed","research site","representative pedon for component","S08TX491002",0,154.800003051758,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope","on middle third","Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2013-07-22 22:00:00","Chance M. Robinson","series","Houston Black","series",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,NA,"thermic","not used",36,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"plain","residuum","mudstone"
345670,"MLRA86-HOUSTONBLACK-P08TX4912011",346568,"P08TX4912011","2008-11-12 22:00:00",14,653662.72,3368550.26,-97.3997802734375,30.4392795562744,"WGS84",-97.3997803,30.4392815,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,164,2.5,NA,NA,NA,110,"Mudstone",NA,"Shoulder","on middle third","Concave","Convex","simple","Well drained","Interfluve",NA,NA,"Concave / Convex","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345671,"MLRA86-HOUSTONBLACK-P08TX4912012",346569,"P08TX4912012","2008-11-12 22:00:00",14,653664.94,3368597.4,-97.3997497558594,30.4397048950195,"WGS84",-97.3997498,30.4397049,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,162,2.5,NA,NA,NA,108,"Mudstone",NA,"Shoulder","on middle third","Convex","Concave","simple","Well drained","Interfluve",NA,NA,"Convex / Concave","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345672,"MLRA86-HOUSTONBLACK-P08TX4912013",346570,"P08TX4912013","2008-11-12 22:00:00",14,653671.85,3368640.92,-97.3996734619141,30.4400959014893,"WGS84",-97.3996735,30.4400978,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,160,2.5,NA,NA,NA,NA,NA,NA,"Shoulder","on middle third","Concave","Concave","simple","Well drained","Interfluve",NA,NA,"Concave / Concave","2012-09-24 22:00:00","Chance M. Robinson","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","leptic udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,86,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345673,"MLRA86-HOUSTONBLACK-P08TX4912014",346571,"P08TX4912014","2008-11-12 22:00:00",14,653678.58,3368685.73,-97.3995971679688,30.440502166748,"WGS84",-97.3995972,30.4405022,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,163,2.5,NA,NA,NA,130,"Mudstone",NA,"Shoulder","on lower third","Concave","Convex","simple","Well drained","Interfluve",NA,NA,"Concave / Convex","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345674,"MLRA86-HOUSTONBLACK-P08TX4912015",346572,"P08TX4912015","2008-11-12 22:00:00",14,653683.86,3368730.7,-97.3995361328125,30.4409046173096,"WGS84",-97.3995361,30.4409065,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,160,2,NA,NA,NA,154,"Mudstone",NA,"Shoulder","on lower third","Concave","Convex","simple","Well drained","Interfluve",NA,NA,"Concave / Convex","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345675,"MLRA86-HOUSTONBLACK-P08TX4912016",346573,"P08TX4912016","2008-11-12 22:00:00",14,653689.47,3368775.86,-97.3994674682617,30.441312789917,"WGS84",-97.3994751,30.4413147,NA,"Paul Holland & Jacob Bushong","full pedon description",NA,"P08TX4912016",0,162,2,NA,NA,NA,NA,NA,NA,"Shoulder","on lower third","Concave","Convex","simple","Well drained","Interfluve",NA,NA,"Concave / Convex","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345676,"MLRA86-HOUSTONBLACK-P08TX4912017",346574,"P08TX4912017","2008-11-12 22:00:00",14,653693,3368820.63,-97.3994293212891,30.4417152404785,"WGS84",-97.3994293,30.4417171,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,163,2,NA,NA,NA,NA,NA,NA,"Shoulder","on lower third","Concave","Concave","simple","Well drained","Interfluve",NA,NA,"Concave / Concave","2014-08-12 22:00:00",NA,"series","Houston Black","series","established","fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",NA,NA,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345677,"MLRA86-HOUSTONBLACK-P08TX4912018",346575,"P08TX4912018","2008-11-12 22:00:00",14,653699.43,3368863.4,-97.3993530273438,30.442102432251,"WGS84",-97.399353,30.4421024,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,161,2,NA,NA,NA,160,"Mudstone",NA,"Shoulder","on lower third","Concave","Concave","simple","Well drained","Interfluve",NA,NA,"Concave / Concave","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345678,"MLRA86-HOUSTONBLACK-P08TX4912019",346576,"P08TX4912019","2008-11-12 22:00:00",14,653705.83,3368908.94,-97.3992767333984,30.4425106048584,"WGS84",-97.3992844,30.4425106,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,159,2.5,NA,NA,NA,70,"Mudstone",NA,"Shoulder","on lower third","Concave","Concave","simple","Well drained","Interfluve",NA,NA,"Concave / Concave","2012-09-24 22:00:00","Chance M. Robinson","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","leptic udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,70,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
345679,"MLRA86-HOUSTONBLACK-P08TX4912020",346577,"P08TX4912020","2008-11-12 22:00:00",14,653712.16,3368959.66,-97.3992080688477,30.4429683685303,"WGS84",-97.3992081,30.4429703,NA,"Paul Holland & Jacob Bushong","soil survey inventory",NA,NA,0,161,2.5,NA,NA,NA,92,"Mudstone",NA,"Shoulder","on lower third","Concave","Concave","simple","Well drained","Interfluve",NA,NA,"Concave / Concave","2012-09-24 22:00:00","Chance M. Robinson","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","leptic udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,92,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349042,"MLRA86-HOUSTON BLACK-P08TX4914001",350087,"P08TX4914001","2008-11-06 22:00:00",14,665055.31,3384926.96,-97.2785797119141,30.5854873657227,"WGS84",-97.2785873,30.5854893,NA,"Travis Waiser","soil survey inventory",NA,NA,0,155,1.5,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Nose Slope",NA,NA,"Convex / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349043,"MLRA86-HOUSTON BLACK-P08TX4914002",350088,"P08TX4914002","2008-11-06 22:00:00",14,665085.45,3384942.39,-97.2782669067383,30.585620880127,"WGS84",-97.2782669,30.5856228,NA,"Travis Waiser","soil survey inventory",NA,NA,0,155,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Nose Slope",NA,NA,"Convex / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349044,"MLRA86-HOUSTON BLACK-P08TX4914003",350089,"P08TX4914003","2008-11-06 22:00:00",14,665116.83,3384960.61,-97.2779312133789,30.5857830047607,"WGS84",-97.2779388,30.585783,NA,"Travis Waiser","soil survey inventory",NA,NA,0,154,2,NA,NA,"Crop cover",127,"Mudstone",NA,"Backslope",NA,"Concave","Linear",NA,NA,"Side Slope",NA,NA,"Concave / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349045,"MLRA86-HOUSTON BLACK-P08TX4914004",350090,"P08TX4914004","2008-11-06 22:00:00",14,665146.3,3384977.51,-97.2776260375977,30.5859298706055,"WGS84",-97.277626,30.5859299,NA,"Travis Waiser","soil survey inventory",NA,NA,0,155,1.5,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Linear","Linear",NA,NA,"Side Slope",NA,NA,"Linear / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349046,"MLRA86-HOUSTON BLACK-P08TX4914005",350091,"P08TX4914005","2008-11-06 22:00:00",14,665167.96,3384993.73,-97.2773971557617,30.5860729217529,"WGS84",-97.2773972,30.5860748,NA,"Travis Waiser","soil survey inventory",NA,NA,0,155,3,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Linear","Linear",NA,NA,"Side Slope",NA,NA,"Linear / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349047,"MLRA86-HOUSTON BLACK-P08TX4914006",350092,"P08TX4914006","2008-11-06 22:00:00",14,665187.1,3385017.3,-97.2771911621094,30.5862846374512,"WGS84",-97.2771988,30.5862865,NA,"Travis Waiser","soil survey inventory",NA,NA,0,156,3,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Linear","Linear",NA,NA,"Side Slope",NA,NA,"Linear / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349048,"MLRA86-HOUSTON BLACK-P08TX4914007",349951,"P08TX4914007","2008-11-06 22:00:00",14,665212.96,3385040.43,-97.2769165039062,30.5864868164062,"WGS84",-97.2769241,30.5864887,NA,"Travis Waiser","soil survey inventory",NA,NA,0,157,3,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Linear","Linear",NA,NA,"Side Slope",NA,NA,"Linear / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349049,"MLRA86-HOUSTON BLACK-P08TX4914008",349952,"P08TX4914008","2008-11-06 22:00:00",14,665237.59,3385060.95,-97.2766571044922,30.5866718292236,"WGS84",-97.2766647,30.5866718,NA,"Travis Waiser","soil survey inventory",NA,NA,0,157,2.5,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Linear","Linear",NA,NA,"Side Slope",NA,NA,"Linear / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349050,"MLRA86-HOUSTON BLACK-P08TX4914009",349953,"P08TX4914009","2008-11-06 22:00:00",14,665273.58,3385101.41,-97.2762756347656,30.587028503418,"WGS84",-97.2762833,30.5870304,NA,"Travis Waiser","soil survey inventory",NA,NA,0,158,2.5,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Linear","Linear",NA,NA,"Side Slope",NA,NA,"Linear / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349051,"MLRA86-HOUSTON BLACK-P08TX4914010",349954,"P08TX4914010","2008-11-06 22:00:00",14,665294.71,3385130.74,-97.2760543823242,30.5872936248779,"WGS84",-97.2760544,30.5872936,NA,"Travis Waiser","soil survey inventory",NA,NA,0,159,2.5,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Linear","Linear",NA,NA,"Side Slope",NA,NA,"Linear / Linear","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349075,"MLRA86-FERRIS-HEIDEN-P08TX4914031",349905,"P08TX4914031","2008-11-19 22:00:00",14,668665.1,3390019.08,-97.240119934082,30.6309146881104,"WGS84",-97.2401199,30.6309147,NA,"Travis Waiser","soil survey inventory",NA,NA,0,134,12,30,NA,"Grass/herbaceous cover",105,"Mudstone",NA,"Backslope",NA,"Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2009-11-30 22:00:00",NA,NA,"Heiden",NA,NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","tenth edition",0,"ustic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
