"peiid","pedon_id","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","datum","x_std","y_std","gpspositionalerror","describer","pedon_purpose","pedon_type","pedlabsampnum","labdatadescflag","elev_field","slope_field","aspect_field","plantassocnm","coverkind_1","bedrckdepth","bedrock_kind","bedrock_hardness","hillslope_pos","slope_position","shapeacross","shapedown","slopecomplex","drainagecl","geompos_hill","geompos_mntn","geompos_flats","slope_shape","classdate","classifier","class_type","taxonname","taxon_kind","series_status","part_size_class","tax_order","tax_suborder","tax_grtgroup","tax_subgroup","tax_edition","osdtypelocflag","tax_moistureclass","temp_class","tax_fam_other","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","ochric.epipedon","argillic.horizon","slickensides","reduced.matrix","redox.concentrations","secondary.carbonates","gypsum.accumulations","densic.materials","cambic.horizon","mollic.epipedon","free.carbonates","salt.accumulations","paralithic.materials","paralithic.contact","lithologic.discontinuity","redox.depletions.with.chroma.2.or.less","calcic.horizon","abrupt.textural.change","petrocalcic.horizon","aquic.conditions","endosaturation","densic.contact","episaturation","albic.materials","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform.string","pmkind","pmorigin"
349100,"MLRA86-HEIDEN-P08TX4914056",349946,"P08TX4914056","2008-12-02 22:00:00",14,667305.39,3386899.98,-97.2548065185547,30.6029720306396,"WGS84",-97.2548065,30.602972,NA,"Travis Waiser","soil survey inventory","undefined observation",NA,0,162,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2014-04-21 22:00:00","Chance M. Robinson","series","Houston Black","series",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349102,"MLRA86-HEIDEN-P08TX4914058",349948,"P08TX4914058","2008-12-02 22:00:00",14,667317.25,3386856.55,-97.2546920776367,30.6025772094727,"WGS84",-97.2546921,30.6025772,NA,"Travis Waiser","soil survey inventory","undefined observation",NA,0,161,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2014-04-21 22:00:00","Chance M. Robinson","series","Houston Black","series",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349104,"MLRA86-HEIDEN-P08TX4914060",349950,"P08TX4914060","2008-12-02 22:00:00",14,667323.78,3386817.11,-97.2546310424805,30.602222442627,"WGS84",-97.254631,30.6022224,NA,"Travis Waiser","soil survey inventory","undefined observation",NA,0,161,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2014-04-21 22:00:00","Chance M. Robinson","series","Houston Black","series",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349161,"MLRA86-HEIDEN-P08TX4914061",349910,"P08TX4914061","2008-12-02 22:00:00",14,667324.02,3386801.78,-97.2546310424805,30.6020832061768,"WGS84",-97.254631,30.6020832,NA,"Travis Waiser","soil survey inventory","undefined observation",NA,0,160,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2014-04-21 22:00:00","Chance M. Robinson","taxadjunct","Houston Black","taxadjunct","established","fine","vertisols","usterts","haplusterts","chromic udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349162,"MLRA86-HEIDEN-P08TX4914062",349911,"P08TX4914062","2008-12-02 22:00:00",14,667327,3386785.01,-97.2546005249023,30.6019306182861,"WGS84",-97.2546005,30.6019306,NA,"Travis Waiser","soil survey inventory","undefined observation",NA,0,160,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2014-04-21 22:00:00","Chance M. Robinson","series","Houston Black","series",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349163,"MLRA86-HEIDEN-P08TX4914063",349912,"P08TX4914063","2008-12-02 22:00:00",14,667329.92,3386771.57,-97.2545700073242,30.6018123626709,"WGS84",-97.25457,30.6018105,NA,"Travis Waiser","soil survey inventory","undefined observation",NA,0,160,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2009-05-25 22:00:00",NA,NA,"Houston Black",NA,NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","tenth edition",0,"ustic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
349166,"MLRA86-HEIDEN-P08TX4914066",349915,"P08TX4914066","2008-12-02 22:00:00",14,667315.06,3386812.36,-97.2547225952148,30.602180480957,"WGS84",-97.2547226,30.6021805,NA,"Travis Waiser","soil survey inventory","undefined observation",NA,0,161,2,NA,NA,"Crop cover",NA,NA,NA,"Backslope",NA,"Convex","Linear",NA,NA,"Side Slope",NA,NA,"Convex / Linear","2014-04-17 22:00:00","Chance M. Robinson","series","Houston Black","series","established","fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
355206,"S09TX0272082",355662,"S09TX0272082","2009-07-06 22:00:00",14,645365.83,3420027.85,-97.4788970947266,30.9046669006348,"WGS84",-97.4788971,30.9046669,NA,"Paul Holland","full pedon description",NA,"S09TX0272082",0,204,2.5,NA,NA,NA,NA,NA,NA,"Footslope","on middle third","Concave","Concave","simple",NA,"Base Slope",NA,NA,"Concave / Concave","2012-09-24 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",31,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","residuum","chalk"
378063,"MLRA86-HEIDEN-P08TX4913003",378028,"P08TX4913003","2008-11-12 22:00:00",14,664882.64,3378273.01,-97.2814407348633,30.5254936218262,"WGS84",-97.2814407348633,30.5254936218262,NA,"Richard Reid","soil survey inventory","undefined observation",NA,0,138.100006103516,1,NA,NA,"Grass/herbaceous cover",NA,NA,NA,"Footslope",NA,"Convex","Convex","simple",NA,"Base Slope",NA,NA,"Convex / Convex","2014-04-20 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","colluvium & residuum","mudstone"
378064,"MLRA86-HEIDEN-P08TX4913004",378029,"P08TX4913004","2008-11-12 22:00:00",14,664875.17,3378238.15,-97.2815246582031,30.5251808166504,"WGS84",-97.2815246582031,30.5251808166504,NA,"Richard Reid","soil survey inventory","taxadjunct to the series","P08TX4913004",0,138.199996948242,1.5,NA,NA,"Grass/herbaceous cover",NA,NA,NA,"Footslope",NA,"Convex","Convex","simple",NA,"Base Slope",NA,NA,"Convex / Convex","2014-04-20 22:00:00","Chance M. Robinson","taxadjunct","Houston Black","taxadjunct",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic","not used",25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ridge","colluvium & residuum","mudstone"
596407,"P12TX3316001",600901,"P12TX3316001","2012-04-11 22:00:00",14,674966.47,3405413.88,-97.1717834472656,30.7688522338867,"WGS84",-97.1717834,30.7688522,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,128.800003051758,4.5,126,NA,NA,82,"Mudstone",NA,"Toeslope","on lower third","Concave","Concave","simple",NA,"Side Slope",NA,NA,"Concave / Concave","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596408,"P12TX3316002",600902,"P12TX3316002","2012-04-11 22:00:00",14,674943.06,3405450.08,-97.1720199584961,30.7691822052002,"WGS84",-97.17202,30.7691841,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,131.300003051758,3.70000004768372,128,NA,NA,78,"Mudstone",NA,"Backslope","on lower third","Convex","Convex","simple",NA,"Side Slope",NA,NA,"Convex / Convex","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596409,"P12TX3316003",600903,"P12TX3316003","2012-04-11 22:00:00",14,674908.18,3405485,-97.1723785400391,30.7695026397705,"WGS84",-97.1723785,30.7695026,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,133.199996948242,3.5,138,NA,NA,122,"Mudstone",NA,"Backslope","on lower third","Convex","Convex","simple",NA,"Side Slope",NA,NA,"Convex / Convex","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,15,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596410,"S12TX3316004",600904,"S12TX3316004","2012-04-11 22:00:00",14,674884.61,3405511.22,-97.1726226806641,30.7697448730469,"WGS84",-97.1726227,30.7697449,NA,"Carlos J. Villarreal","full pedon description",NA,"S12TX3316004",0,134.300003051758,3,140,NA,NA,92,"Mudstone",NA,"Backslope","on middle third","Convex","Concave","simple",NA,"Side Slope",NA,NA,"Convex / Concave","2012-06-14 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,15,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596411,"P12TX3316005",600905,"P12TX3316005","2012-04-11 22:00:00",14,674855.09,3405550.47,-97.1729202270508,30.7701034545898,"WGS84",-97.1729202,30.7701035,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,136.199996948242,4,134,NA,NA,118,"Mudstone",NA,"Backslope","on middle third","Convex","Concave","simple",NA,"Side Slope",NA,NA,"Convex / Concave","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,30,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596412,"P12TX3316006",600906,"P12TX3316006","2012-04-11 22:00:00",14,674830.09,3405586.1,-97.1731719970703,30.7704277038574,"WGS84",-97.1731796,30.7704277,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,137.899993896484,5,87,NA,NA,82,"Mudstone",NA,"Backslope","on middle third","Convex","Convex","simple",NA,"Side Slope",NA,NA,"Convex / Convex","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596413,"P12TX3316007",600907,"P12TX3316007","2012-04-11 22:00:00",14,674795.76,3405616.95,-97.1735305786133,30.7707099914551,"WGS84",-97.1735306,30.7707119,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,140.300003051758,3,145,NA,NA,82,"Mudstone",NA,"Backslope","on upper third","Convex","Concave","simple",NA,"Side Slope",NA,NA,"Convex / Concave","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596414,"P12TX3316008",600908,"P12TX3316008","2012-04-11 22:00:00",14,674771.72,3405652.97,-97.1737747192383,30.7710380554199,"WGS84",-97.1737747,30.7710381,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,142.5,3.20000004768372,156,NA,NA,94,"Mudstone",NA,"Shoulder","on upper third","Convex","Convex","simple",NA,"Interfluve",NA,NA,"Convex / Convex","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","leptic udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,15,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596415,"P12TX3316009",600909,"P12TX3316009","2012-04-11 22:00:00",14,674741.81,3405686.67,-97.1740798950195,30.7713470458984,"WGS84",-97.1740799,30.771347,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,144.899993896484,2.5,163,NA,NA,89,"Mudstone",NA,"Shoulder","on upper third","Convex","Concave","simple",NA,"Interfluve",NA,NA,"Convex / Concave","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","leptic udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,30,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596416,"P12TX3316010",600910,"P12TX3316010","2012-04-11 22:00:00",14,674717.04,3405718.23,-97.1743316650391,30.771635055542,"WGS84",-97.1743393,30.771637,NA,"Carlos J. Villarreal","full pedon description",NA,NA,0,146.399993896484,1.70000004768372,173,NA,NA,53,"Mudstone",NA,"Summit","on lower third","Convex","Convex","simple",NA,"Interfluve",NA,NA,"Convex / Convex","2012-04-11 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"least missing data",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,35,0,0,0,0,0,0,0,"ridge","residuum","mudstone"
596440,"P12TX0276044",600934,"P12TX0276044","2012-06-05 22:00:00",14,659541.57,3410639.12,-97.3320846557617,30.8181552886963,"WGS84",-97.3320847,30.8181553,NA,"Carlos J. Villarreal, Chance M. Robinson, and Olivia K. Miller","full pedon description",NA,NA,0,158.800003051758,14,5,NA,NA,NA,NA,NA,"Toeslope","on middle third","Concave","Linear","simple",NA,"Base Slope",NA,NA,"Concave / Linear","2012-09-10 22:00:00","Carlos J. Villarreal","family","Heiden","family",NA,"fine","vertisols","usterts","calciusterts","udic calciusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"paleoterrace","alluvium","mudstone"
596467,"P12TX4916101",600961,"P12TX4916101","2012-06-26 22:00:00",14,647691.2,3404761.73,-97.4567794799805,30.766674041748,"NAD83",-97.4567806,30.766675,NA,"Carlos J. Villarreal","soil survey inventory",NA,NA,0,176.300003051758,1,350,NA,NA,NA,NA,NA,"Toeslope",NA,"Linear","Linear","simple",NA,"Base Slope",NA,"Talf","Linear / Linear","2014-08-12 22:00:00",NA,"taxadjunct","Houston Black","taxadjunct","established","fine","vertisols","usterts","haplusterts","chromic udic haplusterts",NA,0,"ustic","thermic","not used",NA,NA,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"alluvium & colluvium","mudstone"
596468,"P12TX4916102",600962,"P12TX4916102","2012-06-26 22:00:00",14,647631.04,3404808.64,-97.4573974609375,30.7671051025391,"NAD83",-97.4574028,30.7671056,NA,"Carlos J. Villarreal","soil survey inventory",NA,NA,0,176.800003051758,2,350,NA,NA,NA,NA,NA,"Toeslope",NA,"Linear","Linear","simple",NA,"Base Slope",NA,"Talf","Linear / Linear","2012-09-17 22:00:00","Chance M. Robinosn","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","udic haplusterts","eleventh edition",0,"ustic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"alluvium & colluvium","mudstone"
596469,"P12TX4916103",600963,"P12TX4916103","2012-06-26 22:00:00",14,647591.89,3404856.89,-97.4578018188477,30.7675437927246,"NAD83",-97.4578028,30.7675444,NA,"Carlos J. Villarreal","soil survey inventory",NA,NA,0,176.199996948242,3,350,NA,NA,NA,NA,NA,"Toeslope",NA,"Linear","Linear","simple",NA,"Base Slope",NA,"Talf","Linear / Linear","2012-09-17 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","hapluderts","typic hapluderts","eleventh edition",0,"udic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"alluvium & colluvium","mudstone"
596470,"P12TX4916104",600964,"P12TX4916104","2012-06-26 22:00:00",14,647526.34,3404934.28,-97.4584732055664,30.768253326416,"NAD83",-97.4584778,30.7682528,NA,"Carlos J. Villarreal","soil survey inventory",NA,NA,0,177.5,2,350,NA,NA,NA,NA,NA,"Toeslope",NA,"Linear","Linear","simple",NA,"Base Slope",NA,"Talf","Linear / Linear","2012-09-17 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","oxyaquic hapluderts","eleventh edition",0,"udic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"alluvium & colluvium","mudstone"
596471,"P12TX4916105",600965,"P12TX4916105","2012-06-26 22:00:00",14,647488.11,3404966.14,-97.458869934082,30.7685432434082,"NAD83",-97.4588722,30.7685444,NA,"Carlos J. Villarreal and Chance M. Robinson","soil survey inventory",NA,NA,0,177.600006103516,3,350,NA,NA,NA,NA,NA,"Toeslope",NA,"Linear","Linear","simple",NA,"Base Slope",NA,"Talf","Linear / Linear","2012-09-17 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","oxyaquic hapluderts","eleventh edition",0,"udic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"alluvium & colluvium","mudstone"
596472,"P12TX4916106",600966,"P12TX4916106","2012-06-26 22:00:00",14,647445.91,3405020.91,-97.4593048095703,30.7690448760986,"NAD83",-97.4593056,30.7690444,NA,"Carlos J. Villarreal and Chance M. Robinson","soil survey inventory",NA,NA,0,177.399993896484,1,350,NA,NA,NA,NA,NA,"Toeslope",NA,"Linear","Linear","simple",NA,"Base Slope",NA,"Talf","Linear / Linear","2012-09-17 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","haplusterts","oxyaquic hapluderts","eleventh edition",0,"udic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"alluvium & colluvium","mudstone"
596473,"P12TX4916107",600967,"P12TX4916107","2012-06-26 22:00:00",14,647396.99,3405074.01,-97.4598083496094,30.7695274353027,"NAD83",-97.4598083,30.7695278,NA,"Carlos J. Villarreal and Chance M. Robinson","soil survey inventory",NA,NA,0,177.899993896484,1,350,NA,NA,NA,NA,NA,"Toeslope",NA,"Linear","Linear","simple",NA,"Base Slope",NA,"Talf","Linear / Linear","2012-09-17 22:00:00","Chance M. Robinson","family","Houston Black","family",NA,"fine","vertisols","usterts","hapluderts","typic hapluderts","eleventh edition",0,"udic","thermic",NA,25,100,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"alluvium & colluvium","mudstone"
596474,"P12TX4916108",600968,"P12TX4916108","2012-06-26 22:00:00",14,647347,3405118.18,-97.460319519043,30.7699337005615,"NAD83",-97.460325,30.7699333,NA,"Carlos J. Villarreal and Chance M. Robinson","soil survey inventory",NA,NA,0,178,2,350,NA,NA,NA,NA,NA,"Toeslope",NA,"Linear","Linear","simple",NA,"Base Slope",NA,"Talf","Linear / Linear","2014-08-12 22:00:00",NA,"taxadjunct","Houston Black","taxadjunct","established","fine","vertisols","usterts","haplusterts","chromic udic haplusterts",NA,0,"ustic","thermic","not used",NA,NA,"most recent",NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"alluvium & colluvium","mudstone"
